seed,diffMean,diffSlope,partnerVisibleSteps,partnerVisiblePostFreezeSteps,source
1001,-0.013825112267544395,-0.00036452485456131697,38,38,2026-08-24-partner-only-viewradius-switch
1002,-0.04352553267227976,-0.003768330369609778,35,38,2026-08-24-partner-only-viewradius-switch
1003,-0.5102549069806149,0.00960628963401169,33,38,2026-08-24-partner-only-viewradius-switch
1004,-0.08134031923193681,-0.010857943202906879,38,38,2026-08-25-radius6-seed-spread
1005,-0.12417885504270855,-0.018248224404515866,38,38,2026-08-25-radius6-seed-spread
1006,0.8542420581767434,0.014524156265413224,28,38,2026-08-25-radius6-seed-spread
1007,-0.04528185882066425,0.0038103596466820804,38,38,2026-08-26-radius6-more-seeds
1008,-0.7359286734932348,-0.000050945633649174385,38,38,2026-08-26-radius6-more-seeds
1009,-0.019498872129540695,0.009982246123331748,38,38,2026-08-26-radius6-more-seeds
