seed,diffMeanR4,diffMeanR6,pairedDiffR4minusR6
1001,-0.013825112267544395,-0.013825112267544395,0
1002,-0.11392537543648168,-0.04352553267227976,-0.07039984276420191
1003,0.4270893335342407,-0.5102549069806149,0.9373442405148557
1004,-0.07414678523415014,-0.08134031923193681,0.007193533997786675
1005,-0.2331344767620689,-0.12417885504270855,-0.10895562171936034
1006,0.06684477705704539,0.8542420581767434,-0.787397281119698
1007,0.3470762748467295,-0.04528185882066425,0.39235813366739375
1008,0,-0.7359286734932348,0.7359286734932348
1009,-0.07242143781561601,-0.019498872129540695,-0.05292256568607531
