seed,condition,postFreezeSteps,meanLoss,slopeLoss
1001,control,38,1.9378947050947892,0.0061496995003847725
1001,intervention,38,1.8443064721007096,0.007996090432332032
1002,control,38,3.198808927285044,0.07035753632781411
1002,intervention,38,3.2024029869782296,0.06988751790445002
1003,control,38,1.7789287347542613,-0.0014247969551098951
1003,intervention,38,1.7789287347542613,-0.0014247969551098951
